Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,SPIN_T,Multiplayer,Online,Relation,whyplay_winning,whyplay_fun,whyplay_improving,whyplay_relaxing,whyplay_otherpeople,whyplay_habit
20.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Male,21,Student at college / university,Denmark,11.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Employed,Germany,9.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,Male,18,Student at college / university,UK,14.0,yes,yes,strangers,No,No,Yes,No,No,No
56.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,20,Student at college / university,Serbia,11.0,yes,yes,friends,No,No,Yes,No,No,No
70.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,Male,18,Unemployed / between jobs,Canada,10.0,yes,yes,strangers,No,No,Yes,No,No,No
23.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,Male,21,Student at college / university,Germany,17.0,yes,yes,strangers,No,No,No,Yes,No,No
10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,Male,19,Unemployed / between jobs,UK,8.0,yes,yes,strangers,Yes,No,No,No,No,No
13.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,Male,19,Student at college / university,USA,19.0,yes,yes,friends,No,No,Yes,No,No,No
16.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at college / university,USA,7.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
15.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,Male,19,Unemployed / between jobs,Netherlands,43.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
25.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,3.0,4.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,2.0,Male,24,Student at college / university,Brazil,30.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
7.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,4.0,4.0,1.0,4.0,2.0,0.0,2.0,2.0,2.0,3.0,Male,18,Student at college / university,Russia,33.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,Male,20,Student at college / university,USA,10.0,yes,yes,strangers,No,No,No,Yes,No,No
28.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,Male,26,Student at college / university,Canada,33.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
10.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,Male,22,Student at college / university,USA,22.0,yes,yes,strangers,Yes,No,No,No,No,No
12.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,3.0,Male,26,Unemployed / between jobs,UK,40.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
7.0,1.0,2.0,3.0,1.0,-1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,Male,24,Student at college / university,USA,-1.0,yes,yes,friends,No,Yes,No,No,No,No
21.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,Male,19,Student at college / university,Portugal,17.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,Male,18,Employed,Germany,20.0,yes,yes,friends,No,No,Yes,No,No,No
10.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,Male,21,Student at college / university,USA,25.0,yes,yes,strangers,No,No,Yes,No,No,No
24.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,Female,21,Unemployed / between jobs,Croatia,43.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at college / university,France,7.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
14.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,Male,18,Student at school,Germany,18.0,yes,yes,friends,No,Yes,No,No,No,No
2.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,Male,20,Employed,Germany,42.0,yes,yes,friends,No,No,Yes,No,No,No
5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,USA,4.0,yes,yes,strangers,No,No,No,Yes,No,No
40.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,Male,22,Employed,USA,62.0,yes,yes,friends,Yes,No,No,No,No,No
40.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,Male,19,Student at college / university,UK,59.0,yes,yes,strangers,No,Yes,No,No,No,No
8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,USA,6.0,yes,yes,friends,No,Yes,No,No,No,No
-1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,Male,21,Student at college / university,Russia,48.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
30.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,Male,22,Student at college / university,Germany,40.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,28,Employed,Poland,8.0,yes,yes,strangers,No,Yes,No,No,No,No
75.0,0.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,Female,20,Student at college / university,USA,59.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,2.0,2.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,Male,24,Student at college / university,Chile,28.0,yes,yes,strangers,No,No,Yes,No,No,No
15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Netherlands,1.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,2.0,1.0,4.0,3.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,Male,23,Employed,UK,39.0,yes,yes,strangers,Yes,No,No,No,No,No
17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Male,20,Student at college / university,France,6.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,Male,19,Student at college / university,Australia,12.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,Male,18,Student at school,Netherlands,17.0,yes,yes,strangers,No,Yes,No,No,No,No
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Germany,1.0,yes,yes,friends,No,Yes,No,No,No,No
42.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,18,Student at school,UK,21.0,yes,yes,friends,No,No,Yes,No,No,No
12.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,Male,23,Student at college / university,Netherlands,16.0,yes,yes,strangers,No,Yes,Yes,Yes,No,No
20.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,22,Unemployed / between jobs,France,11.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,USA,14.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
25.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at school,Netherlands,15.0,yes,yes,friends,No,Yes,No,No,No,No
42.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,18,Student at school,UK,21.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at school,USA,4.0,no,no,alone,No,No,Yes,No,No,No
25.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,Male,29,Employed,Germany,17.0,yes,yes,strangers,No,Yes,No,No,No,No
24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Male,18,Student at school,USA,-1.0,yes,yes,strangers,Yes,No,No,No,No,No
18.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Female,21,Student at college / university,USA,10.0,yes,yes,friends,No,Yes,No,No,No,No
70.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,Italy,10.0,no,no,alone,Yes,No,No,No,No,No
8.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,Male,25,Employed,France,9.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,2.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,24,Employed,Spain,16.0,yes,yes,strangers,Yes,No,No,No,No,No
18.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,Male,18,Student at college / university,Netherlands,18.0,Undefined,no,various,Yes,Yes,Yes,Yes,Yes,Yes
30.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,Male,18,Student at college / university,USA,29.0,yes,yes,friends,No,No,Yes,No,No,No
6.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,Male,20,Employed,USA,27.0,yes,yes,strangers,No,No,Yes,No,No,No
8.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,Male,23,Student at college / university,Sweden,16.0,yes,yes,friends,No,Yes,No,No,No,No
40.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,Male,18,Student at college / university,USA,15.0,yes,yes,strangers,Yes,No,No,No,No,No
50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,UK,2.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
30.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,21,Employed,USA,10.0,yes,yes,strangers,No,Yes,No,No,No,No
12.0,2.0,3.0,1.0,0.0,4.0,4.0,3.0,0.0,4.0,0.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,Male,19,Student at college / university,Switzerland,38.0,yes,yes,strangers,No,Yes,No,No,No,No
13.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Male,18,Student at college / university,USA,17.0,yes,yes,strangers,No,Yes,No,No,No,No
20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,Male,19,Student at college / university,Romania,6.0,yes,yes,friends,No,No,Yes,No,No,No
8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,25,Employed,USA,6.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Hungary,11.0,yes,yes,friends,Yes,No,No,No,No,No
30.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,Male,19,Unemployed / between jobs,Netherlands,23.0,no,no,alone,No,No,Yes,No,No,No
7.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,Male,19,Student at school,Germany,32.0,yes,yes,friends,No,No,Yes,No,No,No
35.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Netherlands,11.0,yes,yes,friends,No,No,No,Yes,No,No
8.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,Male,23,Student at college / university,Sweden,24.0,yes,yes,strangers,No,No,Yes,No,No,No
25.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,Male,22,Student at college / university,Netherlands,23.0,yes,yes,friends,No,No,Yes,No,No,No
40.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,Male,18,Student at school,USA,13.0,yes,yes,friends,Yes,No,No,No,No,No
5.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,Male,20,Student at college / university,USA,28.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,22,Student at college / university,Portugal,15.0,yes,yes,friends,No,No,Yes,No,No,No
45.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,Male,20,Student at college / university,USA,26.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
16.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,4.0,0.0,2.0,1.0,2.0,0.0,4.0,Male,18,Student at college / university,UK,30.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
7.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,Male,20,Student at college / university,Sweden,20.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,28,Employed,USA,1.0,yes,yes,friends,No,No,Yes,No,No,No
40.0,1.0,4.0,0.0,2.0,3.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,4.0,0.0,1.0,4.0,Male,21,Student at college / university,Greece,41.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
15.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,Male,27,Employed,USA,12.0,no,no,alone,No,Yes,No,No,No,No
10.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,Male,36,Employed,Brazil,47.0,no,no,alone,No,No,Yes,No,No,No
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Serbia,2.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,Male,20,Student at college / university,USA,53.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,Female,20,Student at college / university,Netherlands,18.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
12.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,20.0,yes,yes,friends,No,Yes,No,No,No,No
13.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,Male,18,Student at college / university,Germany,21.0,yes,yes,strangers,No,No,Yes,No,No,No
28.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,Male,18,Student at college / university,USA,35.0,yes,yes,friends,Yes,No,No,No,No,No
56.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,Male,20,Employed,Germany,27.0,yes,yes,strangers,No,Yes,No,No,No,No
28.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,19,Student at college / university,Sweden,10.0,yes,yes,friends,No,Yes,No,No,No,No
12.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,19,Student at college / university,Canada,21.0,yes,yes,friends,No,Yes,No,No,No,No
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,20,Student at college / university,Germany,8.0,yes,yes,friends,No,No,Yes,No,No,No
30.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,Male,18,Student at college / university,Switzerland,18.0,yes,yes,strangers,Yes,Yes,Yes,Yes,Yes,Yes
18.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,Male,20,Student at college / university,Slovenia,18.0,yes,yes,friends,No,Yes,No,No,No,No
50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Male,20,Student at college / university,USA,-1.0,yes,yes,strangers,Yes,No,No,No,No,No
5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,25,Student at college / university,Netherlands,5.0,yes,yes,strangers,No,No,No,Yes,No,No
20.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,Male,24,Employed,USA,10.0,yes,yes,friends,No,No,No,Yes,No,No
15.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Employed,Germany,10.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
20.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,Male,20,Student at college / university,Sweden,37.0,yes,yes,strangers,No,Yes,No,No,No,No
20.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,18,Student at college / university,Denmark,16.0,yes,yes,friends,No,Yes,No,No,No,No
14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,28,Employed,Germany,5.0,yes,yes,strangers,No,Yes,No,No,No,No
10.0,2.0,-1.0,1.0,2.0,3.0,1.0,-1.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,-1.0,Male,20,Student at college / university,France,-1.0,yes,yes,strangers,No,No,Yes,No,No,No
15.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,Female,23,Employed,USA,49.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at college / university,Australia,16.0,no,no,alone,No,Yes,No,No,No,No
18.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,Male,18,Student at college / university,USA,29.0,yes,yes,strangers,No,No,Yes,No,No,No
22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Serbia,4.0,yes,yes,friends,No,Yes,No,No,No,No
14.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,Female,21,Student at college / university,Canada,19.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
20.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,Male,18,Student at college / university,Germany,43.0,yes,yes,friends,Yes,No,No,No,No,No
7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,24,Student at college / university,Finland,7.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,25,Employed,USA,6.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,Male,19,Student at college / university,Belgium,52.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,3.0,4.0,0.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,Male,22,Unemployed / between jobs,Italy,33.0,yes,yes,online acquaintaces,No,No,No,Yes,No,No
20.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,Male,21,Student at college / university,Germany,34.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Male,18,Student at school,Italy,14.0,yes,yes,strangers,Yes,No,No,No,No,No
21.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Belgium,9.0,yes,yes,friends,No,Yes,No,No,No,No
25.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,Male,20,Student at college / university,Poland,28.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,Male,19,Student at college / university,Canada,41.0,no,no,alone,No,Yes,No,No,No,No
21.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,Male,18,Student at school,Norway,16.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,Male,18,Student at college / university,Costa Rica,57.0,no,no,alone,No,Yes,No,No,No,No
80.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,20,Student at college / university,Sweden,17.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
30.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,Male,19,Student at college / university,Portugal,22.0,yes,yes,strangers,Yes,No,No,No,No,No
