Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,SPIN_T,Multiplayer,Online,Relation,whyplay_winning,whyplay_fun,whyplay_improving,whyplay_relaxing,whyplay_otherpeople,whyplay_habit
20.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,Male,20,Employed,Germany,17.0,yes,yes,friends,No,No,No,Yes,No,No
21.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,4.0,Female,21,Student at college / university,USA,50.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
10.0,3.0,4.0,3.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,Female,18,Employed,Poland,39.0,both,no,various,No,Yes,No,No,No,No
20.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,Male,19,Unemployed / between jobs,Sweden,19.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,Male,22,Student at college / university,Poland,23.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,Male,18,Student at college / university,Turkey,44.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,2.0,Male,20,Student at college / university,Germany,20.0,yes,yes,friends,No,Yes,No,No,No,No
40.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,Male,20,Student at school,Italy,9.0,yes,yes,strangers,No,No,Yes,No,No,No
40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Male,27,Employed,USA,9.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
20.0,0.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,Male,19,Employed,Netherlands,41.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
20.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,Male,19,Employed,USA,13.0,yes,yes,strangers,No,Yes,No,No,No,No
35.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at school,Germany,18.0,yes,yes,strangers,No,Yes,No,No,No,No
16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,20,Student at college / university,USA,7.0,no,no,alone,No,No,Yes,No,No,No
30.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,Male,23,Student at college / university,Romania,14.0,yes,yes,friends,No,No,Yes,No,No,No
10.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,Male,19,Student at college / university,USA,29.0,no,no,alone,No,No,Yes,No,No,No
20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,23,Unemployed / between jobs,Portugal,3.0,yes,yes,strangers,No,Yes,No,No,No,No
10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,Male,20,Student at college / university,USA,18.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,0.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,USA,23.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
20.0,1.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,Male,31,Employed,France,40.0,yes,yes,strangers,No,Yes,No,No,No,No
15.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Male,24,Unemployed / between jobs,France,7.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,0.0,3.0,3.0,3.0,1.0,Male,22,Unemployed / between jobs,USA,51.0,yes,yes,strangers,Yes,No,No,No,No,No
14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Male,18,Student at college / university,Undefined,-1.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,Male,29,Employed,Canada,34.0,no,no,alone,No,Yes,No,No,No,No
6.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,Male,23,Student at college / university,Bulgaria,37.0,yes,yes,strangers,No,No,Yes,No,No,No
6.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,-1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,Male,18,Student at college / university,Singapore,-1.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at school,USA,15.0,yes,yes,friends,No,Yes,No,No,No,No
15.0,1.0,3.0,2.0,3.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,Male,21,Student at college / university,Poland,30.0,yes,yes,strangers,No,No,Yes,No,No,No
18.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,33,Employed,Denmark,9.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,4.0,0.0,1.0,1.0,3.0,1.0,3.0,Male,19,Student at college / university,Germany,30.0,yes,yes,friends,No,No,No,Yes,No,No
8.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Switzerland,7.0,yes,yes,friends,No,No,Yes,No,No,No
12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Unemployed / between jobs,Germany,2.0,yes,yes,friends,No,Yes,No,No,No,No
50.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,Male,18,Student at college / university,USA,41.0,yes,yes,friends,Yes,No,No,No,No,No
8.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,35,Employed,USA,14.0,yes,yes,friends,No,Yes,No,No,No,No
21.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Undefined,20.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
21.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,35,Employed,Austria,11.0,yes,yes,strangers,No,No,Yes,No,No,No
21.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,Male,21,Student at college / university,Germany,14.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,Male,37,Employed,Latvia,21.0,yes,yes,strangers,No,Yes,No,No,No,No
15.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,Male,18,Student at college / university,Belgium,18.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,23,Student at college / university,Finland,1.0,yes,yes,friends,No,Yes,No,No,No,No
35.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,Male,24,Unemployed / between jobs,UK,20.0,yes,yes,strangers,No,No,Yes,No,No,No
12.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,Male,30,Employed,France,21.0,yes,yes,friends,No,No,Yes,No,No,No
35.0,1.0,0.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,Male,19,Student at school,Romania,30.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
20.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,24,Unemployed / between jobs,Hungary,23.0,yes,yes,strangers,No,No,Yes,No,No,No
9.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,Male,18,Student at school,Canada,27.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,Male,21,Student at college / university,USA,15.0,no,no,alone,No,Yes,No,No,No,No
20.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,26,Employed,Canada,11.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,22,Student at college / university,USA,9.0,yes,yes,friends,Yes,No,No,No,No,No
18.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,Male,18,Student at school,Germany,23.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
50.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,Male,21,Student at college / university,Brazil,16.0,yes,yes,friends,Yes,No,No,No,No,No
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,UK,0.0,yes,yes,friends,Yes,No,No,No,No,No
18.0,1.0,1.0,3.0,4.0,0.0,2.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,Male,24,Student at college / university,Germany,28.0,yes,yes,friends,No,No,Yes,No,No,No
21.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Norway,10.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,Male,20,Employed,UK,27.0,yes,yes,strangers,No,Yes,No,No,No,No
30.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,Male,22,Unemployed / between jobs,USA,23.0,yes,yes,strangers,No,No,Yes,No,No,No
30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,23,Employed,USA,1.0,no,no,alone,No,No,Yes,No,No,No
7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,28,Employed,Germany,5.0,yes,yes,strangers,No,Yes,No,No,No,No
22.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,Male,22,Employed,Germany,24.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
10.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,Male,22,Employed,UK,23.0,yes,yes,friends,Yes,No,No,No,No,No
28.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,Male,20,Student at college / university,Italy,24.0,yes,yes,strangers,No,No,Yes,No,No,No
45.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,19,Employed,Sweden,16.0,yes,yes,friends,No,No,No,Yes,No,No
16.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Canada,12.0,yes,yes,friends,No,No,Yes,No,No,No
18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,USA,6.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,Male,21,Employed,Norway,-1.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,22,Student at college / university,Poland,2.0,yes,yes,friends,No,No,No,Yes,No,No
8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Male,34,Employed,Canada,4.0,yes,yes,friends,No,Yes,No,No,No,No
7.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,Male,22,Student at college / university,Canada,28.0,yes,yes,strangers,No,No,No,Yes,No,No
50.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Male,28,Unemployed / between jobs,USA,11.0,yes,yes,strangers,No,No,Yes,No,No,No
21.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,Male,18,Student at college / university,Malaysia,19.0,yes,yes,friends,No,Yes,No,No,No,No
18.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,1.0,Male,19,Student at school,Germany,32.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
15.0,0.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,4.0,0.0,1.0,2.0,2.0,1.0,2.0,Male,18,Employed,USA,31.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
36.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,Male,20,Unemployed / between jobs,USA,28.0,no,no,alone,No,No,Yes,No,No,No
20.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,18,Student at college / university,France,17.0,yes,yes,friends,No,Yes,No,No,No,No
25.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,Netherlands,10.0,yes,yes,friends,No,No,Yes,No,No,No
25.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,Male,18,Student at school,UK,24.0,no,no,alone,Yes,No,No,No,No,No
21.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,28,Employed,Canada,6.0,yes,yes,strangers,Yes,No,No,No,No,No
70.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,18,Student at school,Germany,28.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
14.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,22,Student at college / university,Germany,6.0,yes,yes,friends,Yes,No,No,No,No,No
4.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,3.0,0.0,1.0,Male,19,Student at college / university,USA,28.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Employed,France,1.0,yes,yes,friends,No,Yes,No,No,No,No
15.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,20,Student at college / university,UK,12.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
18.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,Male,21,Employed,USA,48.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
20.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,Female,26,Employed,USA,20.0,yes,yes,strangers,No,No,No,Yes,No,No
12.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,4.0,Male,18,Student at school,Slovenia,30.0,yes,yes,friends,No,No,Yes,No,No,No
20.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,Male,18,Student at school,Germany,57.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,0.0,3.0,Male,19,Student at college / university,USA,50.0,yes,yes,strangers,No,No,Yes,No,No,No
21.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,18,Student at college / university,Argentina,8.0,yes,yes,friends,No,No,No,Yes,No,No
14.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,Male,18,Student at school,Germany,21.0,yes,yes,friends,No,Yes,No,No,No,No
25.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,Male,18,Student at college / university,UK,30.0,yes,yes,strangers,No,Yes,No,No,No,No
8.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,Male,21,Student at college / university,USA,12.0,yes,yes,friends,No,No,Yes,No,No,No
16.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,23,Employed,Hungary,15.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
25.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,Male,22,Unemployed / between jobs,Sweden,39.0,yes,yes,friends,No,Yes,No,No,No,No
3.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,Male,19,Student at college / university,Brazil,22.0,yes,yes,online acquaintaces,No,No,No,Yes,No,No
20.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,Male,19,Employed,Germany,16.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
10.0,3.0,3.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,Male,18,Student at college / university,UK,35.0,yes,yes,strangers,Yes,No,No,No,No,No
12.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,22,Employed,Germany,13.0,yes,yes,online acquaintaces,Yes,No,No,No,No,No
12.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,Male,25,Unemployed / between jobs,Peru,64.0,yes,yes,strangers,Yes,No,No,No,No,No
20.0,0.0,2.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Male,24,Student at college / university,USA,16.0,yes,yes,friends,Yes,No,No,No,No,No
28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,27,Student at college / university,Germany,4.0,yes,yes,online acquaintaces,No,Yes,No,No,No,No
18.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,27,Employed,USA,12.0,yes,yes,friends,No,No,Yes,No,No,No
8.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,8.0,yes,yes,friends,No,Yes,No,No,No,No
14.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,18,Student at college / university,Chile,12.0,yes,yes,friends,No,Yes,No,No,No,No
30.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,Male,24,Employed,USA,24.0,yes,yes,friends,No,Yes,No,No,No,No
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Employed,Poland,1.0,yes,yes,strangers,No,No,Yes,No,No,No
20.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,24,Employed,Slovenia,16.0,yes,yes,online acquaintaces,No,No,Yes,No,No,No
28.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,4.0,3.0,3.0,2.0,0.0,Male,18,Student at school,Sweden,26.0,yes,yes,friends,No,Yes,No,No,No,No
6.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,Male,22,Student at college / university,USA,12.0,yes,no,friends,No,Yes,No,No,No,No
18.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,Male,19,Employed,USA,25.0,no,no,alone,No,No,Yes,No,No,No
20.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,Male,18,Student at school,Norway,11.0,yes,yes,strangers,No,Yes,No,No,No,No
60.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Colombia,15.0,yes,yes,strangers,No,Yes,No,No,No,No
24.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,Male,22,Unemployed / between jobs,USA,19.0,yes,yes,friends,No,No,Yes,No,No,No
10.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,Male,23,Student at college / university,Germany,25.0,yes,yes,friends,No,No,Yes,No,No,No
15.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,USA,8.0,yes,yes,friends,No,Yes,No,No,No,No
28.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Male,18,Student at college / university,USA,11.0,yes,yes,online acquaintaces,No,Yes,Yes,Yes,No,No
35.0,0.0,4.0,0.0,1.0,1.0,2.0,-1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,19,Employed,UK,-1.0,yes,yes,strangers,No,Yes,No,No,No,No
30.0,0.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,Male,19,Student at college / university,Undefined,50.0,yes,yes,friends,No,Yes,No,No,No,No
40.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,Male,20,Employed,USA,14.0,yes,yes,friends,No,No,Yes,No,No,No
7.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,-1.0,yes,yes,friends,No,Yes,No,No,No,No
10.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,Male,18,Student at college / university,UK,18.0,yes,yes,strangers,No,Yes,No,No,No,No
23.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,0.0,2.0,Male,21,Student at college / university,Canada,36.0,yes,yes,strangers,No,Yes,No,No,No,No
