Hours,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,SPIN_T,Multiplayer,Online,Relation,SPIN_M,whyplay,ResidenceISO
21.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Male,24,Student at college / university,Ireland,18.0,yes,yes,online acquaintaces,_None,fun,IRL
9.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Employed,UK,5.0,yes,yes,strangers,_None,fun,GBR
49.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,20,Employed,Faroe Islands,17.0,yes,yes,strangers,_None,improving,FRO
12.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,21,Student at college / university,France,18.0,yes,yes,friends,_None,improving,FRA
13.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,4.0,4.0,2.0,3.0,Male,18,Student at school,USA,57.0,yes,yes,friends,VerySevere,winning,USA
5.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Canada,9.0,yes,yes,friends,_None,improving,CAN
14.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,0.0,-1.0,2.0,1.0,2.0,0.0,Male,20,Employed,UK,-1.0,yes,yes,friends,Undefined,fun,GBR
15.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,Male,19,Student at college / university,Ireland,20.0,yes,yes,friends,_None,various,IRL
20.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Male,27,Employed,Canada,11.0,yes,yes,friends,_None,improving,CAN
28.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,0.0,1.0,Male,23,Unemployed / between jobs,Serbia,36.0,yes,yes,strangers,Moderate,winning,SRB
50.0,0.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,Male,20,Student at college / university,Belgium,19.0,yes,yes,friends,_None,improving,BEL
10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Portugal,2.0,yes,yes,online acquaintaces,_None,improving,PRT
9.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,Female,18,Student at college / university,USA,56.0,yes,yes,strangers,VerySevere,fun,USA
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,33,Employed,USA,1.0,yes,yes,friends,_None,fun,USA
10.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,20,Student at college / university,Finland,11.0,yes,yes,friends,_None,fun,FIN
20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,5.0,yes,yes,online acquaintaces,_None,fun,USA
5.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,Male,19,Student at college / university,USA,20.0,yes,yes,friends,_None,improving,USA
21.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,21,Student at college / university,Argentina,8.0,yes,yes,friends,_None,improving,ARG
10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Male,21,Student at school,Netherlands,-1.0,yes,yes,strangers,Undefined,improving,NLD
30.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,25,Employed,USA,10.0,yes,yes,strangers,_None,fun,USA
20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,Male,21,Student at college / university,Canada,14.0,yes,yes,strangers,_None,relaxing,CAN
30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Male,18,Student at school,France,-1.0,yes,yes,strangers,Undefined,improving,FRA
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Unemployed / between jobs,France,7.0,yes,yes,online acquaintaces,_None,various,FRA
60.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,Female,20,Student at college / university,USA,47.0,yes,yes,online acquaintaces,Severe,fun,USA
20.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,Male,20,Employed,UK,17.0,yes,yes,online acquaintaces,_None,improving,GBR
25.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,20,Student at college / university,Dominican Republic,9.0,yes,yes,friends,_None,improving,DOM
24.0,2.0,1.0,2.0,3.0,4.0,4.0,0.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,0.0,Male,18,Student at college / university,USA,39.0,yes,yes,online acquaintaces,Moderate,winning,USA
-1.0,2.0,2.0,1.0,0.0,4.0,2.0,0.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,0.0,Male,22,Unemployed / between jobs,USA,41.0,yes,both,various,Severe,winning,USA
20.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,Male,21,Unemployed / between jobs,Germany,15.0,yes,yes,friends,_None,improving,DEU
15.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,Male,22,Student at college / university,France,31.0,yes,yes,friends,Moderate,fun,FRA
40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,18,Student at college / university,USA,17.0,yes,yes,strangers,_None,winning,USA
15.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,Male,25,Student at college / university,Italy,16.0,yes,yes,strangers,_None,improving,ITA
15.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,Male,18,Student at college / university,USA,14.0,yes,yes,friends,_None,improving,USA
30.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,19,Student at college / university,UK,25.0,yes,yes,friends,Mild,fun,GBR
12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Unemployed / between jobs,USA,3.0,yes,yes,strangers,_None,improving,USA
18.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,Male,22,Employed,Ireland,30.0,yes,yes,friends,Mild,fun,IRL
15.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,0.0,2.0,3.0,1.0,2.0,Male,18,Student at school,Croatia,36.0,yes,yes,friends,Moderate,improving,HRV
15.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,26,Employed,USA,11.0,yes,yes,friends,_None,winning,USA
28.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Norway,10.0,yes,yes,friends,_None,fun,NOR
30.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,13.0,yes,yes,friends,_None,fun,USA
15.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,19.0,yes,yes,online acquaintaces,_None,fun,USA
30.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at school,USA,15.0,yes,yes,friends,_None,winning,USA
25.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,7.0,yes,yes,friends,_None,fun,USA
40.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,Male,20,Student at college / university,USA,14.0,yes,yes,online acquaintaces,_None,winning,USA
18.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,Male,22,Student at college / university,Romania,42.0,yes,yes,friends,Severe,winning,ROU
21.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,Male,20,Student at college / university,Portugal,17.0,yes,yes,strangers,_None,fun,PRT
30.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,Male,19,Student at college / university,Morocco,47.0,no,no,alone,Severe,improving,MAR
20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,Male,20,Student at college / university,Germany,12.0,yes,yes,friends,_None,fun,DEU
25.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,20,Student at college / university,France,11.0,yes,yes,friends,_None,improving,FRA
16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Finland,2.0,yes,yes,friends,_None,fun,FIN
10.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,25,Student at college / university,USA,17.0,yes,yes,strangers,_None,relaxing,USA
21.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,Male,19,Student at college / university,Germany,25.0,yes,yes,friends,Mild,improving,DEU
15.0,0.0,4.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,0.0,4.0,Female,18,Student at school,USA,40.0,yes,yes,friends,Moderate,winning,USA
15.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Italy,15.0,yes,yes,friends,_None,fun,ITA
20.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,22,Employed,Germany,4.0,yes,yes,online acquaintaces,_None,improving,DEU
20.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at college / university,Argentina,11.0,yes,yes,strangers,_None,improving,ARG
3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,Male,21,Student at college / university,Canada,32.0,yes,yes,strangers,Moderate,fun,CAN
65.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at school,Poland,3.0,yes,yes,strangers,_None,winning,POL
18.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,11.0,yes,yes,online acquaintaces,_None,improving,USA
15.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,26,Student at college / university,Denmark,10.0,yes,yes,friends,_None,improving,DNK
30.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at school,USA,-1.0,yes,yes,online acquaintaces,Undefined,winning,USA
15.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Female,21,Student at college / university,Poland,16.0,yes,yes,online acquaintaces,_None,relaxing,POL
50.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,4.0,Male,26,Unemployed / between jobs,Spain,44.0,yes,yes,strangers,Severe,improving,ESP
21.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,Male,19,Unemployed / between jobs,Norway,22.0,yes,yes,friends,Mild,winning,NOR
35.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,18,Student at school,USA,15.0,yes,yes,strangers,_None,fun,USA
5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,4.0,yes,yes,strangers,_None,various,USA
35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Male,24,Student at school,Finland,4.0,yes,no,various,_None,improving,FIN
35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Germany,3.0,yes,yes,friends,_None,fun,DEU
2.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,22,Employed,UK,13.0,no,no,alone,_None,winning,GBR
30.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at school,USA,26.0,yes,yes,strangers,Mild,winning,USA
50.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,Male,21,Unemployed / between jobs,Germany,19.0,yes,yes,strangers,_None,winning,DEU
20.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,Male,22,Employed,Russia,27.0,both,no,various,Mild,winning,RUS
6.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,Male,19,Undefined,Sweden,21.0,yes,yes,strangers,Mild,improving,SWE
15.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,22,Student at college / university,Italy,11.0,yes,yes,friends,_None,improving,ITA
15.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Sweden,6.0,yes,yes,friends,_None,fun,SWE
24.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,Male,23,Student at college / university,Poland,18.0,yes,yes,friends,_None,fun,POL
20.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,Male,18,Student at school,UK,40.0,yes,yes,friends,Moderate,fun,GBR
25.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,0.0,4.0,1.0,0.0,4.0,4.0,1.0,4.0,Male,18,Student at school,USA,41.0,yes,yes,friends,Severe,relaxing,USA
20.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,Male,23,Employed,USA,35.0,yes,yes,friends,Moderate,fun,USA
35.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,Male,19,Student at college / university,Argentina,27.0,yes,yes,friends,Mild,fun,ARG
10.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,Male,18,Student at school,USA,24.0,yes,yes,friends,Mild,winning,USA
15.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Male,25,Employed,USA,18.0,yes,yes,online acquaintaces,_None,improving,USA
18.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,Male,22,Student at college / university,Canada,8.0,yes,yes,strangers,_None,improving,CAN
20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,Male,24,Unemployed / between jobs,France,17.0,yes,yes,online acquaintaces,_None,improving,FRA
35.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,Sweden,5.0,yes,yes,friends,_None,various,SWE
8.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,Male,20,Employed,Sweden,12.0,yes,yes,friends,_None,fun,SWE
30.0,2.0,1.0,3.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,Male,21,Student at college / university,Dominican Republic,26.0,yes,yes,friends,Mild,winning,DOM
25.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,Male,22,Student at college / university,Greece,20.0,yes,yes,friends,_None,fun,GRC
8.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0,3.0,2.0,1.0,0.0,2.0,Male,20,Student at college / university,Germany,27.0,yes,yes,friends,Mild,improving,DEU
32.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Student at college / university,USA,7.0,yes,yes,online acquaintaces,_None,improving,USA
4.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,Male,18,Student at college / university,France,36.0,yes,yes,friends,Moderate,winning,FRA
20.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,26,Student at college / university,Italy,14.0,yes,yes,online acquaintaces,_None,fun,ITA
20.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,3.0,3.0,1.0,3.0,Male,21,Student at college / university,Poland,31.0,yes,yes,strangers,Moderate,improving,POL
40.0,2.0,1.0,0.0,3.0,2.0,4.0,3.0,0.0,4.0,2.0,1.0,2.0,0.0,3.0,4.0,2.0,1.0,Male,18,Student at college / university,Spain,34.0,yes,yes,strangers,Moderate,improving,ESP
10.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,20,Student at college / university,USA,13.0,yes,yes,friends,_None,fun,USA
40.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at college / university,USA,8.0,yes,yes,strangers,_None,improving,USA
20.0,2.0,3.0,0.0,2.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,Male,22,Student at college / university,USA,27.0,yes,yes,strangers,Mild,fun,USA
20.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,Male,18,Student at school,Germany,12.0,yes,yes,friends,_None,relaxing,DEU
15.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,Male,23,Student at college / university,Brazil,24.0,no,no,alone,Mild,relaxing,BRA
70.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,Male,18,Unemployed / between jobs,Australia,47.0,yes,yes,strangers,Severe,improving,AUS
35.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Male,18,Student at school,Sweden,7.0,yes,yes,online acquaintaces,_None,improving,SWE
5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,3.0,no,no,alone,_None,fun,USA
5.0,1.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,-1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,Male,20,Student at college / university,Canada,-1.0,yes,yes,friends,Undefined,winning,CAN
30.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,18,Student at school,UAE,8.0,yes,yes,friends,_None,fun,ARE
42.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at school,Sweden,4.0,yes,yes,friends,_None,improving,SWE
20.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,Male,31,Employed,Canada,24.0,yes,yes,strangers,Mild,improving,CAN
10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Greece,3.0,yes,yes,strangers,_None,improving,GRC
10.0,1.0,0.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,1.0,2.0,Male,24,Employed,Belgium,38.0,yes,yes,online acquaintaces,Moderate,fun,BEL
7.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,21,Unemployed / between jobs,Romania,18.0,yes,yes,strangers,_None,fun,ROU
17.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,Male,20,Student at college / university,USA,17.0,yes,yes,friends,_None,fun,USA
15.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,Male,18,Student at college / university,Romania,9.0,yes,yes,strangers,_None,fun,ROU
15.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,USA,12.0,yes,yes,strangers,_None,fun,USA
20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,22,Student at college / university,Belgium,3.0,yes,yes,online acquaintaces,_None,fun,BEL
21.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,-1.0,-1.0,3.0,4.0,4.0,3.0,4.0,Male,27,Employed,Germany,-1.0,yes,yes,online acquaintaces,Undefined,fun,DEU
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,UK,0.0,yes,yes,friends,_None,fun,GBR
20.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,Male,18,Student at college / university,USA,15.0,yes,yes,online acquaintaces,_None,fun,USA
49.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,Male,18,Student at college / university,UK,23.0,yes,yes,online acquaintaces,Mild,winning,GBR
20.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,Male,20,Student at college / university,Netherlands,17.0,yes,yes,friends,_None,fun,NLD
30.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,Male,29,Employed,USA,19.0,yes,yes,online acquaintaces,_None,improving,USA
20.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,1.0,4.0,2.0,1.0,Male,24,Unemployed / between jobs,Slovakia,36.0,yes,yes,friends,Moderate,fun,SVK
12.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,18,Student at college / university,Canada,21.0,yes,yes,friends,Mild,improving,CAN
35.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,Male,19,Employed,USA,28.0,yes,yes,friends,Mild,various,USA
18.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,20,Student at college / university,USA,17.0,yes,yes,friends,_None,fun,USA
